artist,song,id,key,mode,loudness,danceability,valence,tempo,instrumentalness,liveness,energy
Noël Colombier,Psaume de supplication,0R9VOlNCeUYsrYlxPmDBEC,11,0,-9.095,0.635,0.583,112.04700000000001,9.22e-06,0.11800000000000001,0.47700000000000004
Rock Rockwell,Electro War - Kill Bill Mix,7M3bnLZELmENLY8BpcNsZ0,9,1,-6.778,0.489,0.0351,135.974,0.561,0.175,0.778
Dover,Loly Jackson,4TOB58GiNB6f7qNXyXSlJw,1,1,-7.555,0.406,0.573,166.002,0.0,0.106,0.882
Flame,Clear Sight Christmas (feat. V. Rose & Young Noah),4VrTcw2OcZdWhiVbvF93YN,3,0,-7.66,0.41100000000000003,0.36,166.99400000000003,0.0,0.107,0.81
Novembers Doom,Lost In A Day,2cmSbdOManBLfnBtv8nFpw,1,1,-5.367999999999999,0.57,0.294,122.014,0.44299999999999995,0.109,0.81
Ocean Colour Scene,Men Of Such Opinion - Demo Version,4RYj81lY3bq6fiMixpFmQZ,0,1,-9.582,0.46799999999999997,0.29,149.933,3.79e-05,0.10800000000000001,0.287
The Cold and Lovely,Ellis Bell,148RRKHidFurStUidyWo5C,11,0,-5.874,0.441,0.322,130.077,0.158,0.20199999999999999,0.88
Paul Oakenfold,I'm Alive - Sonic Element Remix,1qhvjC5062qqS7Kri79qkw,7,1,-6.415,0.581,0.391,137.999,0.754,0.11900000000000001,0.925
Space Dimension Controller,Closing Titles,2m4iE1QkQ2NYZdq7z4xe2O,3,0,-16.551,0.397,0.0397,139.941,0.9279999999999999,0.0909,0.611
Blue October,HRSA,12IjLBV7RjEuz0ufZnTUAm,0,1,-6.098,0.526,0.693,112.244,0.0,0.419,0.87
Nação Zumbi,Na Hora de Ir,3y9BbWm8sTpcKX4PAGBRKA,4,0,-8.701,0.46399999999999997,0.8,130.186,0.00865,0.165,0.825
Per Bredhammar,Hammarbyballaden,5Q4kMYsYObaiBlBhS49qcB,9,1,-16.682000000000002,0.5329999999999999,0.125,121.022,2.1899999999999997e-05,0.0964,0.0789
Alan Parsons,Jigue,08WHAXPJPAxDcfbwUK09KY,9,0,-8.457,0.638,0.313,120.02799999999999,0.055,0.0949,0.579
Zenet,¿Por Qué No Me Dejas?,7b0VVdC2XTdHUtJqbEbAto,2,1,-5.746,0.57,0.48200000000000004,127.708,0.0,0.139,0.529
Smile,"Clean Gloves, Dirty Hands",0tT1isrR2WgzBBfdEqV7kW,5,0,-5.813,0.462,0.624,151.167,0.85,0.29100000000000004,0.9540000000000001
Captain Everything!,My Life as Allan Smithee,2JeqFj1CTe31S0v1YGT7yZ,11,1,-5.638999999999999,0.31,0.782,108.527,5.91e-06,0.14800000000000002,0.9059999999999999
Gregory Isaac,My Number One (Live),4mt4nOHtx0zjl9gpgrERl8,11,0,-14.277999999999999,0.501,0.521,176.64,9.15e-05,0.49700000000000005,0.496
Van Dik Hout,Niemand Nodig Om Alleen Te Zijn,4uGAi2v9hG5TVKKCpR9gWB,7,1,-6.124,0.519,0.25,133.856,0.0,0.0546,0.645
Laura Nyro,Sexy Mama,1xD0o5m2rQuWlKlVvtCYNX,7,1,-12.28,0.589,0.6509999999999999,78.656,0.00137,0.34700000000000003,0.40399999999999997
James D. Ployhar,"Castle, Loch and Heath: Heath",6EtMZxh2A7OxaRUVeu7zGG,2,0,-11.620999999999999,0.345,0.545,113.34,0.784,0.0641,0.402
Theatres Des Vampires,Forever In Death,0T5GVM2Kw1B1bLua8Atv0z,0,0,-5.364,0.374,0.406,139.935,0.000136,0.059000000000000004,0.833
The Basics,Tunaomba Saidia,04Kmt63Z6Zhke1B48Zx2ky,2,1,-7.795,0.758,0.885,116.47200000000001,2.05e-05,0.0638,0.69
Warlord,Aliens (Remastered),0TRGqyUm3A7gzkMio3RPRm,7,0,-4.9910000000000005,0.405,0.515,128.49200000000002,0.00299,0.128,0.943
Loretta Lynn,From Seven Till Ten - Single Version,29iVBYgzcq1Voj4VlFiwlW,3,1,-9.902999999999999,0.406,0.54,168.58,0.00013700000000000002,0.154,0.324
Los Fabulosos Cadillacs,Strawberry Fields Forever - Remasterizado 2008,1G0q6mPYI7P5dT2KUG5D4E,2,1,-7.587999999999999,0.748,0.8340000000000001,118.273,0.00074,0.0637,0.769
Swan Lake,"Ballad Of A Swan Lake, Or, Daniel's Song",2nGuchHkxs5NIEZLYCInqQ,9,0,-9.833,0.207,0.649,178.72,0.00121,0.11,0.474
Hache St,Idioma universal/Universal language (Feat. Cambio & Luz Divina),061WpBxlbhkcU0DuvRaMF2,7,1,-3.792,0.515,0.49200000000000005,92.882,0.0,0.136,0.953
Studio Orchestra,The Girl From Ipanema (Antonio Carlos Jobim Cover),4nIfON2EIxOn8qGiP3WYHj,0,1,-11.749,0.626,0.7,156.203,0.215,0.11800000000000001,0.63
Patrick Cummings,"Roberta, Act Ii: Scene Change",1QDORgNEQT47fPKU8BmIXV,0,1,-19.177,0.496,0.11900000000000001,107.70700000000001,2.78e-05,0.32899999999999996,0.0945
George Jones,Wine Colored Roses,3yzyiQ38IKI5R5T5GePmvv,7,1,-12.564,0.498,0.268,87.24600000000001,0.0,0.17300000000000001,0.255
Joan Manuel Serrat,Acuerdate de Mi - En el Luna Park - Argentina,003M9cqV8elsMvSDodHYC3,2,1,-8.804,0.6659999999999999,0.33399999999999996,116.014,8.859999999999999e-05,0.9620000000000001,0.619
The Extra Lens,Adultery,2OX5hleZ39VMKVyWhmB2dB,7,1,-8.116,0.507,0.715,148.637,0.0124,0.209,0.44299999999999995
Marco Antonio Solís,A Que Me Quedo Contigo,5JF4qhrnmULBxThWkLzUq5,9,1,-4.984,0.273,0.10300000000000001,72.707,1.12e-06,0.0889,0.519
Tal M. Klein,I Go Strollin' (feat. Nick Chacona),3MXsj65sUvWaYxkNWmz8WV,10,0,-12.718,0.752,0.0377,94.98899999999999,0.932,0.159,0.611
Abney Park,Æther Shanties,6bGBNx6vxebCSCcoCDkSQU,5,0,-7.359,0.687,0.904,159.958,0.0022199999999999998,0.162,0.8170000000000001
Wendy Weatherby,The Great Silkie of Sule Skerry,1lU0tXGs31XvfvIb4rZ1n8,2,1,-9.419,0.28600000000000003,0.111,79.252,0.0,0.105,0.244
Brennan Heart,Never Break Me - Edit,0GksD8oDhxJ83rAWGFX7fD,7,0,-5.67,0.466,0.237,75.384,7.24e-06,0.251,0.7759999999999999
Avatar,Puppet Show,77fN92KgNInF7l327vFZ1P,3,0,-5.279,0.39899999999999997,0.598,134.636,0.467,0.0705,0.9229999999999999
Charlelie Couture,L'amour au fond,6wvh6O9IbN9DXJqjGRtEOy,9,0,-8.627,0.674,0.5710000000000001,100.1,0.008879999999999999,0.12,0.54
Grovskopa,Jauhar - Oscar Mulero Remix,12926qeJ4Tj2Vs6os4oIPc,1,1,-4.586,0.568,0.37,132.996,0.846,0.14800000000000002,0.992
Nursery Rhymes 123,Incy Wincy Spider (Instrumental Version),2biH7NUT3xeT0mCz3fc7aN,2,1,-14.113,0.8,0.5529999999999999,100.09100000000001,0.000268,0.0903,0.38299999999999995
Mocean Worker,Astroglide,5frrt8vHC8s69KNSB68VPx,1,0,-4.77,0.848,0.451,129.049,0.894,0.11199999999999999,0.97
Willie Nelson,Georgia on My Mind,4Mckv604NWFSw11g4iCgG0,0,1,-14.538,0.33,0.183,68.473,0.000213,0.0678,0.23
Supertramp,An Awful Thing To Waste,77MV3cjQWNLyLkYwxYemsr,2,0,-8.022,0.5770000000000001,0.301,128.44899999999998,0.0483,0.156,0.879
Rene Hell,Juliard Op. 66,24ShgnRBOODre9yzp6QTWp,6,1,-8.228,0.252,0.396,95.96700000000001,0.9329999999999999,0.17800000000000002,0.8959999999999999
Two Tongues,Silly Game,1nSSvToEi0N9WFNbLb8rIt,6,1,-5.943,0.605,0.8590000000000001,180.22099999999998,0.0,0.0728,0.462
Talking Heads,Life During Wartime - Live,0aRtXmOhG0zypXF6nkLi2r,2,1,-8.781,0.613,0.718,138.047,0.00763,0.986,0.8640000000000001
Glee Cast,Mercy (Glee Cast Version),5t1oExsLhLlKaZ1CKalv8a,5,1,-7.486000000000001,0.7609999999999999,0.971,135.965,0.0,0.0732,0.883
Tengger Cavalry,Cavalry Folk,1PTeqJ9rwnCMvojaIvrbdO,0,0,-5.218999999999999,0.41100000000000003,0.381,100.03,0.0293,0.0746,0.8959999999999999
Glee Cast,Everytime (Glee Cast Version),2FhA1F5jvkxKFulRgVDVFc,3,1,-10.282,0.505,0.0855,109.512,0.00026000000000000003,0.14800000000000002,0.349
Universal Sound Machine,La fille de l'aéroport,1HwYfAsCYJnxEvye5k0XyH,0,1,-5.285,0.8059999999999999,0.9640000000000001,92.09299999999999,0.0,0.0588,0.8640000000000001
Tribes Of Neurot,Wolf Lava,0f4G37fYQ01W21pPtRQ0ut,10,1,-18.518,0.26899999999999996,0.0333,112.78399999999999,0.764,0.275,0.642
Main Source,Fakin The Funk,61xXmEdMWvfvXizxNs3QuU,11,1,-11.220999999999998,0.8959999999999999,0.755,103.6,0.00244,0.0976,0.479
General M.D.Shirinda,Shikotikoti,4HTV0TAgHRLr83pLeFwXyH,7,1,-10.647,0.7440000000000001,0.88,155.954,0.00839,0.156,0.6920000000000001
Darius Milhaud,"Quatre Romances Sans Paroles, Op. 129 - Romance II (Francoise Choveaux)",5TXMOlwH4dAF6qJAXTiAQc,4,0,-21.469,0.598,0.183,116.331,0.927,0.132,0.155
The Smashing Pumpkins,Run2me,0Ak6ONFZLi8pzQcubryqNj,6,1,-8.413,0.626,0.258,130.87,0.66,0.13699999999999998,0.69
The Doors,Who Do You Love - False Start Live At The Aquarius - The First Performance LP Version,0P3X2E6MBvkArucSLDpMHF,5,0,-22.38,0.44299999999999995,0.649,204.425,0.561,0.596,0.302
Rio Grande,Are Virgin - Original,1EFwHmvt3QbL1D5fJlSsz4,4,0,-8.641,0.768,0.475,100.333,0.755,0.17600000000000002,0.6679999999999999
Intervals,Atlas Hour,4kM39hZ3KC5iTss5eD61v3,1,1,-5.936,0.254,0.285,124.95700000000001,0.000546,0.11199999999999999,0.89
Laura Marling,The Captain And The Hourglass,3SG2x620GuQbuD97Q9lJDM,3,1,-8.827,0.599,0.56,109.03200000000001,1.36e-06,0.534,0.561
Workout Remix Factory,Team (138 BPM),3Mzqll050HxkEXOzSmzvaQ,1,1,-7.877999999999999,0.715,0.625,138.034,4.8e-05,0.223,0.47600000000000003
Kaouding Cissoko,Douwayra Podor,0PJ3gYg2kCAN28S1PFehgN,7,1,-9.182,0.615,0.6890000000000001,112.495,0.348,0.12300000000000001,0.653
Traditional Nicaraguan,Nagzdagañu,05owB2rIR39aKULPsnKLUb,7,1,-37.553000000000004,0.262,0.33,169.326,0.9179999999999999,0.10099999999999999,0.0209
Red Chamber,Sunny Spring And White Snow,4qg7794425n5D6twJqEjzE,9,1,-13.027999999999999,0.384,0.818,151.118,0.884,0.21899999999999997,0.377
Dean Blunt,Need 2 Let U Go,7vgwskS0mK4xwugXvyJ5Zt,4,0,-9.791,0.5720000000000001,0.452,119.60600000000001,0.94,0.226,0.26
Bustamante,Dos Hombres Y Un Destino - A Duo,2TMhNVnegm2SMQ6lvhaxdm,2,1,-4.675,0.614,0.45,144.076,0.0,0.15,0.83
U2,All I Want Is You - 2005 Live From Milan,2dg64yrWJdauoAANnckT5r,1,1,-5.7829999999999995,0.201,0.222,129.524,0.00366,0.49,0.682
Demirhan Baylan,Tertemiz Duygular,1m89mtUpF7s9Hx35Flu7mk,4,0,-5.006,0.8,0.966,90.00299999999999,0.00014199999999999998,0.354,0.7040000000000001
Charles-Marie Widor,"Organ Symphony No. 2 in D Major, Op. 13 No. 2: III. Andante",7rlz1Wgdhbl9NSxTgCNWId,10,1,-39.961,0.055999999999999994,0.0376,59.318000000000005,0.978,0.0847,0.000874
Neleonard,Solo Por Un Momento,698DTrFC2WCTjgVnQvoymM,0,1,-10.026,0.564,0.0482,107.02600000000001,0.307,0.131,0.489
Jesús Adrián Romero,No Hay Paredes,4h0JpAep84WY6pZNonjCET,5,1,-7.376,0.524,0.314,146.01,0.0,0.121,0.516
Deaf Center,Limn,0bVD8J3KY35c3g95EDNleD,11,0,-17.472,0.207,0.064,146.627,0.922,0.115,0.26899999999999996
Fase,Acapulco '78,4Ri2ao88vEc55Qo0gmMGdT,5,0,-7.172999999999999,0.677,0.963,156.996,0.129,0.337,0.718
Andrew Lloyd Webber,Look With Your Heart,7I7JINeOIYim0UYIkpS3JH,4,1,-26.22,0.235,0.107,81.675,7.99e-06,0.16699999999999998,0.0234
Oleta Adams,Just Before I Go to Sleep,4K40a9Hp9wgyfm488UYQGL,8,1,-11.312999999999999,0.358,0.133,165.64,0.0,0.0951,0.16399999999999998
Young Widows,In My Living Room - Bonus Track,5YQCSVZs0FB3rdmkJuwM5r,1,1,-6.016,0.32299999999999995,0.222,68.436,0.892,0.0632,0.573
Møenster,Woenderlamp,2BC4OO7pAkaF55NX0IOixi,10,0,-10.81,0.8079999999999999,0.315,127.01700000000001,0.895,0.0637,0.54
SPC ECO,Delusional Waste (Lady Barcelona Remix),2SvbLpCBCfh4bHTBjj9gBt,0,1,-9.253,0.8270000000000001,0.248,124.99,0.838,0.276,0.574
Béla Bartók,"Roman nepi tancok (Romanian Folk Dances), BB 68 (arr. Z. Szekely and A. Mital for cello and piano): No. 5. Poarga Romaneasca (Romanian Polka)",2mJwsOs407cHD0kY3jcYge,2,1,-23.799,0.625,0.6579999999999999,134.697,0.858,0.27399999999999997,0.193
The Jamborees,Tabitha and Belle,6QAh19aNYFg9txW9iKJTiq,0,0,-17.796,0.715,0.4,124.40299999999999,0.0,0.0688,0.36200000000000004
Magali Luque,Mengua,1GsttDiaXSqc3Q5eYahxoY,0,1,-5.64,0.546,0.33299999999999996,90.01299999999999,9.4e-06,0.094,0.6759999999999999
Ronan Hardiman,Stolen Kiss,6Re4lxiZEnn6Ge6andeYAs,9,1,-15.413,0.27399999999999997,0.644,156.144,0.12300000000000001,0.14800000000000002,0.306
MF Grimm,Getting Shot Interview,2ZJm13ZLe4An12H8ia9LeW,3,0,-6.172999999999999,0.603,0.557,107.287,0.0,0.8170000000000001,0.8590000000000001
Jimi Hendrix,"Fire - Live 10/12/68 Winterland, San Francisco, CA",6xfa8s9cjeUapJe6WqaNj9,6,1,-11.253,0.35600000000000004,0.365,165.81799999999998,0.00155,0.395,0.872
Ryan Cabrera,I Will Remember You,3eloyfCrWxAPunYwfBvriv,6,1,-3.7889999999999997,0.43799999999999994,0.284,96.087,0.0,0.10099999999999999,0.879
DJ Jinwook,Calypso Bluse (Dj Jinwook & East5A Remix) (Little Big Bee),18nmzaSAxidFcIdNsCQ58l,8,1,-7.19,0.8109999999999999,0.7659999999999999,127.917,0.871,0.13,0.9390000000000001
Fernando Velázquez,The Encounter and Main Title,2zN18Jr6veZCZdNNEvfedw,1,1,-14.757,0.11199999999999999,0.028999999999999998,93.647,0.856,0.11,0.18899999999999997
Nekromantix,Generation 666,3t3zM7ExvI0iXpyAhqDtSQ,2,1,-4.239,0.201,0.5589999999999999,162.388,0.33899999999999997,0.29100000000000004,0.993
Oldies But Goodies Holiday Players,Hello Mr. New Year,5Dk3sxPec6svVvqPWAWgPj,2,1,-11.841,0.315,0.8170000000000001,175.875,0.0,0.231,0.359
Luzbel,La Gran Ciudad,5gzmGqvOsS9fqIh6I0mSmG,4,1,-4.026,0.37799999999999995,0.218,95.199,1.61e-06,0.0553,0.7979999999999999
Mürfila,El Mazo,2Jgk9eoo6XPxfleQ2bKF0V,8,1,-4.414,0.701,0.838,105.03299999999999,0.0,0.107,0.825
Kartel Aztlán,Ke tranza,5qZCZ78eNh9nKQ3kDGquRA,1,0,-6.081,0.845,0.379,103.0,1.4300000000000002e-05,0.0634,0.7909999999999999
Vesa-Matti Loiri,Yhtenä iltana,13Bf5Hyg1QnA4ymZ1PVUcS,4,0,-11.104000000000001,0.38799999999999996,0.23800000000000002,169.31799999999998,0.00041799999999999997,0.0888,0.335
Youssoupha,Eternel recommencement,3XfQfTkA529GTwZ0ItiWg1,11,0,-6.6,0.647,0.684,127.846,0.0,0.14400000000000002,0.774
Musica para Estudiar,Canon in D (Musica Classica),6jmaxVqLDdJRrBGorJJXEe,2,1,-16.789,0.376,0.28600000000000003,168.22099999999998,0.92,0.109,0.191
Brandt Brauer Frick,Miami Drift,1A4ncCdpHJLODwvFfwfz7g,2,0,-18.72,0.32899999999999996,0.0833,179.80200000000002,0.929,0.133,0.37
Rites of Spring,Hidden Wheel,1SwfeHVV6M8xMSW6mNtTyL,2,1,-8.34,0.513,0.32,141.641,0.00018999999999999998,0.26899999999999996,0.907
Montell Jordan,Non-Believers (Interlude),3XzWq8SSwOFMpTGvFkLN9e,2,1,-6.093,0.679,0.782,187.179,2.15e-05,0.192,0.877
The Green,Good Vibration,4SGgjlNlykHqD5rnunH0P2,0,0,-7.872000000000001,0.552,0.5720000000000001,144.89600000000002,0.0,0.7,0.513
Village,The Touch - Lemonick Remix,51kqTJPVbCJ615ulhZwQus,1,1,-6.398,0.623,0.0648,130.033,0.731,0.0716,0.9420000000000001
Butch Walker,Far Away From Close,0wvOwV9enaLB57LddUu0oT,4,1,-4.349,0.409,0.375,119.945,0.0,0.233,0.948
Aman Hayer,Tharti Hilde,5XrL3rvvW4ChxXXBwYQVyN,6,0,-6.78,0.723,0.831,95.985,8.05e-05,0.258,0.951
Louis Jordan & His Tympany Five,What's The Use Of Getting Sober (When You're Gonna Get Drunk Again),6jwTlEeoIJW0ICW1QLuXVc,11,1,-14.329,0.69,0.42100000000000004,82.836,0.0,0.306,0.14
Taso,Smoothdub ft. Poppa Doses,4060pdWlw80JVzG5dFs96e,11,0,-4.9430000000000005,0.609,0.337,162.05,0.21600000000000003,0.484,0.9129999999999999
Paul Hardcastle,Moonhopper,0xJWKxlJ9jlvvcvxWBz2Cn,7,1,-14.912,0.74,0.9059999999999999,108.64399999999999,0.904,0.0579,0.804
Parliament,P-Funk (Wants To Get Funked Up),0GIfaHgivfBCV67eYF996A,9,1,-14.327,0.637,0.779,87.507,0.0,0.369,0.42100000000000004
Hot Water Music,Hate Mail Comes In August,2VxJHaSbSiqDWRGQ1wguzx,2,1,-5.497000000000001,0.272,0.247,117.37100000000001,1.93e-05,0.122,0.9640000000000001
The Vaccines,Wetsuit,6zZO7pgeSAe2Ba5ym0gQwl,5,1,-6.233,0.474,0.233,120.744,0.006659999999999999,0.166,0.742
Marymerche,"Que Me Quito, que Me Pongo",66U1A7zvM11H4dZepVb8v4,2,0,-13.717,0.731,0.873,134.611,0.73,0.10800000000000001,0.319
Ismaël Isaac,Aventurier,5rRIu1MlR1JsDInzjVWKup,5,0,-14.187999999999999,0.802,0.96,168.688,3.5600000000000005e-05,0.0555,0.489
Hatebreed,Tear It Down,38z0zMJfF2pcB4tAzR7Wi1,1,1,-4.0489999999999995,0.47600000000000003,0.883,174.87,0.00157,0.11599999999999999,0.946
George Frideric Handel,"Concerto Grosso in F Major, Op.3: No.4, HWV 315: I. Adagio - Allegro",0gGRmKr3pRE6lss8STco5D,2,1,-19.525,0.23399999999999999,0.16899999999999998,98.10700000000001,0.0522,0.10800000000000001,0.0596
Hector Berlioz,"Les Troyens: Act V Scene 1: Duet: Errante sur tes pas (Didon, Enee) - Italie! (Enee, The Trojans)",6yLxLZv4nTMnWHu7uHie2l,10,1,-13.493,0.324,0.23800000000000002,87.255,0.00067,0.17600000000000002,0.319
Jeff van Dyck,Sonaiyo,4ujz0Z718nCqfsZB0xEWzJ,5,0,-15.944,0.763,0.16,120.04299999999999,0.294,0.106,0.22399999999999998
Jean Elan,Feel Alive - Candle Light Piano Mix,2hpO2HlqIyg5AaNQVh5hww,1,1,-8.672,0.502,0.33799999999999997,128.006,4.36e-05,0.125,0.531
Roger Shah,Island [ASOT Podcast 185] - Club Mix,6aoz3loSe69UxRGvb2SapG,9,0,-6.147,0.491,0.547,136.376,0.0495,0.885,0.9229999999999999
Vitamin String Quartet,She's My Ride Home,6Rmm55EYGtlnUf47IOJ4P9,0,1,-5.435,0.451,0.156,155.874,0.61,0.136,0.258
Kim Richey,Strength In You,2EvWgQqcPijAcX9C8rfunQ,7,1,-4.989,0.37200000000000005,0.665,205.60299999999998,0.00286,0.0632,0.768
The Citizens Band,You Gotta Reap What You Sow (feat. Mr. Blue & Ronin),0GK3MPEjOQr4DxBfg743UW,8,1,-8.009,0.611,0.695,83.48899999999999,0.0,0.0984,0.47700000000000004
Katie Melua,Better Than A Dream,2C1X0aJPkyVRCsFvmktVwq,3,1,-8.912,0.616,0.174,104.064,9.23e-06,0.10800000000000001,0.33799999999999997
General Fuzz,Eye Heart Knot,5U9oLGkHZxF53ygWpP31hT,0,1,-16.499000000000002,0.63,0.134,108.023,0.892,0.0904,0.242
Art Farmer,With Prestige,0NuniT1Vt20TqhKgBpApwd,10,1,-9.531,0.43200000000000005,0.867,197.636,0.11900000000000001,0.17300000000000001,0.41600000000000004
Hermeto Pascoal,Forró Brasil,2y68VTVRLhINsiGf5vRkxs,7,0,-7.362,0.418,0.5710000000000001,115.62700000000001,0.0374,0.983,0.966
Prostitute Disfigurement,Only Taste For Decay,0T7dDZ7pqWON52YxLUlxhu,4,1,-4.181,0.461,0.0443,114.935,0.005,0.325,0.9940000000000001
The Beach Boys,Blue Christmas - 1991 Remix,186vMMyioGqrspihiD5bkI,10,1,-13.099,0.21100000000000002,0.22699999999999998,82.90899999999999,9.31e-06,0.114,0.18899999999999997
Sitiados,Vida De Marinheiro,4cr1vob6nmQeGtY545OafJ,9,1,-7.632000000000001,0.632,0.7979999999999999,145.417,0.0029,0.0896,0.7120000000000001
Haley Bonar,Devilish Man,5TN4x5RiN5inS4xQRBXqH8,4,0,-9.701,0.33299999999999996,0.187,128.46200000000002,0.00137,0.0733,0.253
Diana Ross,My Old Piano - Original CHIC Mix,4xaFXO9JqJXQCAyc2gdDFn,2,0,-7.76,0.655,0.929,115.994,1.76e-05,0.337,0.8079999999999999
Blackberry Smoke,Crimson Moon,2Wg1BoSLwHdADJOuA16PFY,7,1,-4.351,0.38,0.467,81.02,0.0,0.27399999999999997,0.722
The Vandals,Pizza Tran,0iC2wPgDwQECP6o0LFjBUJ,5,1,-5.9079999999999995,0.41200000000000003,0.755,156.262,0.0505,0.185,0.9620000000000001
Cast Recording,Role of A Lifetime,7DdkL7YtSRFZotD4qZloRG,2,0,-12.13,0.469,0.147,144.243,0.0011300000000000001,0.10400000000000001,0.212
A Past Unknown,A Perfect Pledge,752G603s9GmzifEVVCIeG7,8,1,-4.965,0.19899999999999998,0.16,149.996,0.0043100000000000005,0.16899999999999998,0.951
Nick Drake,At The Chime Of A City Clock,5lc8or13c2lgTWTOVIos6W,8,0,-19.163,0.48200000000000004,0.174,99.764,0.000723,0.121,0.209
Juiceboxxx,21 on the 101,51xbcFoGaidf98a7p0NY0f,7,1,-5.686,0.7140000000000001,0.735,128.026,0.401,0.0969,0.855
Danielson,Denominator Bluise,3CAOqspzR6E3x9t9x4bZgO,7,1,-11.759,0.679,0.196,118.65700000000001,0.000621,0.0915,0.28800000000000003
Various Artists,Once Upon a Time Incidental Cue 11,1ggzSUavGxzitbyl3QeU3U,0,1,-13.627,0.262,0.0,116.70299999999999,0.0373,0.157,0.05
Pyotr Ilyich Tchaikovsky,"Concert For Violin In D Major , Op. 35: Canzonetta - Alternate Mix",3WYMjcNy3MGSwFVpC6szL1,3,1,-14.607000000000001,0.18600000000000003,0.0459,91.615,0.467,0.0665,0.204
Evanthia Reboutsika,To Stachy,2784BYj6cOBNOOu82i4kF6,4,0,-21.951,0.534,0.49,107.751,0.946,0.102,0.0162
A Life Once Lost,A Falls River Farewell,4QOYVPc4u3W6WxiHvAWTh2,2,1,-3.823,0.28,0.18600000000000003,114.561,0.507,0.366,0.9790000000000001
George Jones,Your Old Standby,4p9pGoW7i5FYBAFB5GwZo7,7,1,-7.877000000000001,0.63,0.6940000000000001,111.973,0.0,0.20199999999999999,0.387
Septicflesh,Unbeliever,1VZeIUJaaywYmXitedeNlD,4,1,-5.314,0.43700000000000006,0.0927,99.962,0.815,0.318,0.95
Joe Satriani,Raspberry Jam Delta-V,2L6mZ7KHMqfUQV3kWmEFlj,4,1,-5.321000000000001,0.519,0.14300000000000002,120.059,0.79,0.32899999999999996,0.9640000000000001
Frank Zappa,The Black Page #1,4A8ERk42FbZrmUDDeewfco,4,0,-10.009,0.473,0.544,99.015,0.0875,0.456,0.7559999999999999
Poly Sphere,One More Before You Go,4na9glnEUiU3uswxsuwdGs,6,1,-13.08,0.703,0.775,125.98,0.924,0.0683,0.414
The Karaoke Channel,Heroes (In the Style of the Wallflowers) [Karaoke Version],6egIQWH0RYUqZ2CndL6X1Q,7,1,-6.124,0.431,0.526,111.00299999999999,0.773,0.102,0.846
François Couperin,"Pieces de clavecin, Book 3: 13th Ordre in B Minor: XV. The Folies francoises or The Dominos: Frenzy or Despair, in a Black Costume",6tcsbC6LrwW2IBIF5Sv54h,5,0,-11.81,0.33299999999999996,0.31,113.603,0.9359999999999999,0.111,0.7959999999999999
Workout Fitness,Empire (as made famous by Kasabian),0sMJgwGLWaGejmTl2CJ9OD,11,0,-8.793,0.574,0.414,120.014,0.000151,0.217,0.79
Richard Diamond Privatdetektiv,Fall 14: Der Metzgerladen: 07,3np5QoKDOuDm2hopJeTDI4,0,0,-18.875,0.685,0.303,82.281,0.0,0.429,0.439
Roni Size,Mad Cat,06XUJrZGYFrPzuKaRNnFGa,1,1,-7.275,0.434,0.605,169.674,0.319,0.188,0.9890000000000001
Chico y Chica,Quiéreme Doctor (Longo),2E1dqG254d3oudrrEUS60y,6,1,-7.166,0.7390000000000001,0.858,125.006,0.0546,0.0816,0.94
Christy Moore,Scapegoats,71D10m93yieKmTtoMKTykj,2,1,-9.611,0.391,0.555,138.101,8.28e-06,0.9520000000000001,0.5589999999999999
Ya Te Digo,Blue Crash Collapso,2oqtvm7CK3MQMpp6sgM8fy,5,1,-6.669,0.17600000000000002,0.168,149.28799999999998,0.8909999999999999,0.11599999999999999,0.905
David & Steve Gordon,Secret Lotus,5OABuGyO07Xjsv3YybFHFI,1,1,-11.370999999999999,0.65,0.7509999999999999,91.001,0.7240000000000001,0.147,0.581
Jan Eggum,"Mor, jeg vil tilbake",55B2DmVU4GOFARsP5rU5ER,9,1,-10.89,0.45799999999999996,0.243,76.81,5.02e-06,0.111,0.325
Arno,40 ans,6DLBCFeWZ0MMXrorraMviW,0,0,-8.181000000000001,0.386,0.37,181.35299999999998,1.22e-06,0.698,0.465
Manuel Lombo,Aliado del viento,3lX8KBzqKrjfPS4heCyDla,1,0,-3.877,0.341,0.29100000000000004,143.248,0.0,0.321,0.664
Roboterwerke,High On Tech,2dfe1MZ6mvCcMsQbBV5PEz,6,1,-10.332,0.779,0.802,125.09700000000001,0.0354,0.516,0.8440000000000001
Danzig,Ju Ju Bone,56pH7kOrdWERHOWpc3E2Pa,10,0,-4.3260000000000005,0.494,0.354,122.079,0.0539,0.0817,0.971
Evil Nine,Crooked - Bassbins Twins Remix,37Rcx8W2eqEvFTxVOkTp84,1,1,-4.569,0.789,0.774,137.985,0.0017100000000000001,0.36700000000000005,0.858
King Oliver's Creole Jazz Band,Snake Rag,1xEEYhWxT4WhDQdxfPCT8D,0,0,-11.764000000000001,0.708,0.902,105.695,0.883,0.10300000000000001,0.361
Hulk,Balla - Original Mix,2htMsTSuN3zJgjqwCFLT8f,0,1,-5.157,0.46,0.267,139.869,0.5870000000000001,0.126,0.722
Tommy Torres,Interludio Jibaro,5tFXKhfHoySAzb7ivFWVw4,1,0,-20.779,0.528,0.542,121.896,0.0645,0.155,0.0932
